id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
91,荣丰2008,西城,1460,91199元/平米,3室2厅1厨2卫,高楼层 (共16层),160.09㎡,平层,132.06㎡,塔楼,西南,钢混结构,精装,两梯四户,自供暖,有,70年,2019-10-05,商品房,2008-03-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
92,柏林爱乐四期,朝阳,368,54624元/平米,1室1厅1厨1卫,中楼层 (共11层),67.37㎡,平层,55.87㎡,板楼,西,钢混结构,精装,一梯四户,集中供暖,有,70年,2019-10-25,商品房,2008-12-03,普通住宅,满五年,非共有,"
                                有抵押 160万元
                              ",已上传房本照片
93,相来家园,西城,1400,141044元/平米,2室1厅1厨2卫,中楼层 (共14层),99.26㎡,平层,81.62㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,2019-11-30,商品房,2015-06-30,普通住宅,满两年,非共有,"
                                有抵押 240万元 北京银行股份有限公司双秀支行 客户偿还
                              ",已上传房本照片
94,望陶园小区,东城,765,57043元/平米,3室1厅1厨1卫,低楼层 (共18层),134.11㎡,平层,108.19㎡,塔楼,东南,钢混结构,简装,两梯八户,集中供暖,有,70年,2017-03-12,商品房,1999-12-09,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
95,太华公寓,东城,698,63768元/平米,1室1厅1厨2卫,中楼层 (共18层),109.46㎡,平层,77.16㎡,塔楼,西南,钢混结构,精装,三梯十七户,集中供暖,有,70年,2018-12-07,商品房,2008-09-09,公寓,满五年,非共有,"
                                有抵押 240万元 招商银行 客户偿还
                              ",已上传房本照片
96,丽水莲花,西城,2300,105268元/平米,4室2厅1厨3卫,顶层 (共19层),218.49㎡,平层,183.03㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,70年,2019-09-28,商品房,2011-03-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
97,半导体宿舍,海淀,579,93842元/平米,2室1厅1厨1卫,中楼层 (共6层),61.7㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯两户,集中供暖,无,70年,2019-12-05,央产房,2016-06-06,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
98,冯村嘉园二区,门头沟,480,37556元/平米,3室1厅1厨1卫,顶层 (共6层),127.81㎡,平层,113.15㎡,板楼,东 南 北,混合结构,其他,一梯两户,集中供暖,无,70年,2019-10-06,商品房,2005-11-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
99,远洋山水,石景山,945,67957元/平米,3室2厅1厨2卫,顶层 (共27层),139.06㎡,平层,111.42㎡,塔楼,西南,钢混结构,精装,两梯五户,集中供暖,有,70年,2018-03-10,商品房,2014-04-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
100,五矿万科如园,海淀,2550,97507元/平米,4室3厅1厨3卫,低楼层 (共11层),261.52㎡,平层,225.18㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,2018-06-21,商品房,2018-07-03,普通住宅,未满两年,非共有,"
                                有抵押 800万元 客户偿还
                              ",已上传房本照片
101,白纸坊西街,西城,695,93377元/平米,2室1厅1厨1卫,中楼层 (共16层),74.43㎡,平层,53.14㎡,塔楼,西南,混合结构,其他,两梯八户,集中供暖,有,70年,2019-03-12,商品房,2016-04-07,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片
102,翠微中里,海淀,750,93985元/平米,3室1厅1厨1卫,低楼层 (共21层),79.8㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,两梯九户,集中供暖,有,70年,2019-06-08,商品房,2009-08-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
103,西山枫林一二期,石景山,559,48483元/平米,3室2厅1厨2卫,中楼层 (共10层),115.3㎡,平层,暂无数据,板楼,南 西 北,钢混结构,简装,一梯两户,集中供暖,有,70年,2019-03-29,一类经济适用房,2009-01-23,普通住宅,满五年,非共有,"
                                有抵押 300万元 业主自还
                              ",已上传房本照片
104,富力丹麦小镇,大兴,877,35072元/平米,7室2厅1厨4卫,底层 (共3层),250.06㎡,239.22㎡,南 北,钢结构,精装,独栋,自供暖,70年,null,null,2018-12-21,商品房,2018-07-24,别墅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
105,郝庄家园东区,昌平,255,27532元/平米,3室1厅1厨2卫,中楼层 (共6层),92.62㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-03-25,商品房,2002-07-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
106,鸿坤理想城大满贯,大兴,285,44587元/平米,1室1厅1厨1卫,中楼层 (共18层),63.92㎡,平层,43.26㎡,塔楼,东北,钢混结构,精装,三梯十一户,集中供暖,有,70年,2019-12-02,商品房,2012-09-27,普通住宅,满五年,非共有,"
                                有抵押 30万元 建设银行 客户偿还
                              ",已上传房本照片
107,鸿业兴园一区,丰台,850,64674元/平米,3室2厅1厨2卫,高楼层 (共21层),131.43㎡,平层,106.7㎡,塔楼,西南,钢混结构,精装,两梯八户,自供暖,有,70年,2019-05-22,商品房,2011-11-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
108,隆盛园,大兴,179,21635元/平米,2室2厅1厨1卫,顶层 (共6层),82.74㎡,平层,73.01㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-05-07,商品房,2017-06-07,普通住宅,满两年,非共有,"
                                有抵押 80万元 廊坊银行 客户偿还
                              ",已上传房本照片
109,三家店东街8号院,门头沟,210,28117元/平米,2室1厅1厨1卫,顶层 (共6层),74.69㎡,平层,暂无数据,板楼,南 北,混合结构,毛坯,一梯两户,集中供暖,无,70年,2019-03-04,已购公房,1997-03-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
110,华普花园,东城,1480,73952元/平米,3室1厅1厨3卫,高楼层 (共22层),200.13㎡,平层,152.36㎡,塔楼,东北,钢混结构,其他,四梯六户,集中供暖,有,70年,2019-08-16,商品房,2012-10-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
111,北潞芳家园,房山,240,28123元/平米,2室1厅1厨1卫,顶层 (共6层),85.34㎡,平层,75.39㎡,板楼,南 北,钢混结构,简装,一梯两户,自供暖,无,70年,2019-04-27,商品房,2016-11-01,普通住宅,满两年,非共有,"
                                有抵押 93万元 客户偿还
                              ",已上传房本照片
112,翠谷玉景,石景山,398,54305元/平米,1室1厅1厨1卫,底层 (共6层),73.29㎡,平层,暂无数据,板楼,东 西 北,钢混结构,精装,一梯三户,集中供暖,无,70年,2019-11-22,商品房,2013-04-10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
113,官书院,东城,1170,118170元/平米,2室2厅1厨2卫,中楼层 (共6层),99.01㎡,平层,84.99㎡,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2018-11-04,商品房,2003-09-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
114,西便门西里,西城,820,101435元/平米,3室1厅1厨1卫,高楼层 (共14层),80.84㎡,平层,55.61㎡,板塔结合,东 西,钢混结构,精装,一梯六户,集中供暖,有,70年,2018-07-12,已购公房,2003-10-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
115,天恒乐墅,房山,1100,58922元/平米,4室2厅1厨3卫,中楼层 (共4层),186.69㎡,复式,168.49㎡,暂无数据,南 北,钢混结构,精装,一梯两户,集中供暖,暂无数据,70年,2019-11-09,商品房,2019-07-19,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
116,扣钟北里,西城,820,124621元/平米,2室1厅1厨1卫,中楼层 (共20层),65.8㎡,平层,46.5㎡,塔楼,西北,钢混结构,精装,两梯八户,集中供暖,有,70年,2019-11-23,商品房,2013-09-11,普通住宅,满五年,非共有,"
                                有抵押 中国光大银行股份有限公司北京望京支行 业主自还
                              ",已上传房本照片
117,王致和腐乳厂宿舍,海淀,478,69376元/平米,3室1厅1厨1卫,中楼层 (共5层),68.9㎡,平层,暂无数据,板楼,北 南,混合结构,简装,一梯两户,集中供暖,无,70年,2019-08-19,已购公房,2019-11-25,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
118,在水一方,通州,540,42919元/平米,3室2厅1厨1卫,高楼层 (共11层),125.82㎡,平层,103.47㎡,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,70年,2019-11-18,商品房,2005-08-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
119,保利首开熙悦春天,大兴,308,37073元/平米,2室1厅1厨1卫,高楼层 (共27层),83.08㎡,平层,61.25㎡,板塔结合,南,钢混结构,简装,两梯四户,集中供暖,有,70年,2019-10-19,商品房,2017-08-09,普通住宅,满两年,非共有,"
                                有抵押 110万元
                              ",已上传房本照片
120,芳城园一区,丰台,660,55000元/平米,3室1厅1厨2卫,高楼层 (共26层),120㎡,平层,暂无数据,塔楼,南 北,钢混结构,毛坯,三梯十户,集中供暖,有,70年,2019-09-07,商品房,2005-02-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
121,青年汇佳园,朝阳,400,69687元/平米,1室1厅1厨1卫,中楼层 (共20层),57.4㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯十二户,自供暖,有,70年,2019-09-15,商品房,2006-06-10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
122,和平新城一期,东城,1180,89178元/平米,2室2厅1厨2卫,高楼层 (共19层),132.32㎡,复式,106.16㎡,板塔结合,西,钢混结构,精装,三梯十户,自供暖,有,70年,2019-12-05,商品房,2015-02-15,普通住宅,满两年,非共有,"
                                有抵押 60万元 建设银行 业主自还
                              ",已上传房本照片
123,怡海花园恒丰园,丰台,699,58319元/平米,2室1厅1厨2卫,低楼层 (共22层),119.86㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,三梯八户,集中供暖,有,70年,2019-02-18,商品房,2016-12-20,普通住宅,满两年,非共有,"
                                有抵押 180万元
                              ",已上传房本照片
124,福苑小区,大兴,223,32259元/平米,2室1厅1厨1卫,中楼层 (共6层),69.13㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-11-10,已购公房,2001-07-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
125,金地仰山东区,大兴,758,55285元/平米,3室2厅1厨2卫,中楼层 (共6层),137.11㎡,平层,117.64㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,2018-11-03,商品房,2012-11-02,普通住宅,满五年,共有,"
                                有抵押 80万元 建设银行 业主自还
                              ",已上传房本照片
126,中门花园良实家园,门头沟,305,32617元/平米,2室1厅1厨1卫,底层 (共6层),93.51㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-09-19,商品房,2014-10-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
